Link,Job Title,Company,Salary,Location,Experience,Skills,Day Posted
https://www.naukri.com/job-listings-electrical-technician-cre-spacez-bengaluru-0-to-5-years-140824016162,Electrical Technician,CRE Spacez,Not disclosed,Bengaluru(MG Road),0-5 Yrs,"Technician, Building Maintenance, Electrical maintenance, Electrical Service, Fire Alarm System, ITI Electrical, Bms System, Building Management System",2024-03
https://www.naukri.com/job-listings-cad-technician-electrical-wsp-noida-4-to-8-years-170425004553,CAD Technician - Electrical,WSP,Not disclosed,Noida,4-8 Yrs,"autodesk, termination, navisworks, cables, software, electrical drawing, electrical design, panels",2024-03
https://www.naukri.com/job-listings-electrical-technician-vanson-engineering-vasai-2-to-4-years-220425007669,Electrical Technician,Vanson Engineering,Not disclosed,Vasai,2-4 Yrs,"ITI Electrical, Electrical Installation, Electrical Drawing, Electrical Works, Panel Wiring, Panels, Electricals, Drawing",2024-03
https://www.naukri.com/job-listings-electrical-assembly-technicians-reputed-machine-tools-mnc-kamms-management-consultants-anantapur-bangalore-rural-4-to-9-years-160425013274,Electrical Assembly Technicians _ Reputed Machine Tools MNC,Reputed European Machine Tools MNC,5.5-7.5 Lacs PA,"Anantapur, Bangalore Rural",4-9 Yrs,"Electrical Assembly, CNC Machines, CNC Grinding, ANANTHAPUR, Machine Tools, ANDHRA, Cylindrical Grinding, Hobbing Machine",2024-03
https://www.naukri.com/job-listings-electrical-technician-chennai-radha-engineering-works-crew-mundra-paradeep-surguja-3-to-8-years-090425017407,Electrical Technician,Chennai Radha Engineering Works (CREW),1-3.75 Lacs PA,"Hybrid - Mundra, Paradeep, Surguja",3-8 Yrs,"LT & HT Motor maintenance, VFD Maintenance, Transformer maintenance, Breaker maintenance, HT, LT, Maintenance, Motors",2024-03
https://www.naukri.com/job-listings-cad-technician-electrical-wsp-consultants-india-ltd-noida-3-to-6-years-180425502231,CAD Technician - Electrical,Wsp Consultants,Not disclosed,Noida,3-6 Yrs,"Water treatment, Electrical design, Manager Quality Assurance, Auto, CAD, Single line diagram, CAD, Bim, Autodesk",2024-03
https://www.naukri.com/job-listings-electrical-technician-dewan-consultants-united-arab-emirates-3-to-5-years-100425013844,Electrical Technician,Required for a Leading Facility Management Company in UAE,Not disclosed,United Arab Emirates,3-5 Yrs,"Electrical system, electric codes, Troubleshooting, Electrical Equipment, Electricals, System, Coding",2024-03
https://www.naukri.com/job-listings-electrical-technician-openings-in-dubai-uae-jr-travel-service-dubai-united-arab-emirates-0-to-5-years-110425014347,Electrical Technician Job Openings in Dubai | UAE,JR Travel Service,4-4.5 Lacs PA,"Dubai, United Arab Emirates",0-5 Yrs,"ITI Electrical, Utility Maintenance, Electrical Works, Wiring, Electrical Installation, Electrical Maintenance, Electrician Activities, Control Panel",2024-03
https://www.naukri.com/job-listings-electrical-technician-superb-enterprises-saudi-arabia-2-to-7-years-230425004387,Electrical Technician,Superb Enterprises,5-13 Lacs PA,Saudi Arabia,2-7 Yrs,"Electricals, Electrical Maintenance, ITI Electrical, Switchgear, VFD, Electrical Erection, PLC, PLC Panel",2024-03
https://www.naukri.com/job-listings-electrical-technician-ag-891-asiapower-recruitment-consultants-kuwait-5-to-8-years-110425013797,"Electrical Technician (AG - 891)	",Asiapower,Not disclosed,Kuwait,5-8 Yrs,"Electrical, Operation, Maintenance, Pump, Water, Technician, Waste, Waste management",2024-03
https://www.naukri.com/job-listings-electrical-technician-superb-enterprises-saudi-arabia-1-to-3-years-190425003584,Electrical Technician,KSA,14-15 Lacs PA,Saudi Arabia,1-3 Yrs,"Electrical Maintenance, Variable Frequency Drives, speed convertor, Inspection, Troubleshooting, PLC circuit, PLC, Drives",2024-03
https://www.naukri.com/job-listings-electrical-technician-overseas-development-and-employment-promotion-consultants-saudi-arabia-0-to-2-years-260325017520,Electrical Technician,EFS Facilities Services,3.75-4 Lacs PA,Hybrid - Saudi Arabia,0-2 Yrs,"Electrical Maintenance, Electrical Installation, Electrical Works, House Wiring, Electrical Engineering, Maintenance, Electricals, Engineering",2024-03
https://www.naukri.com/job-listings-electrical-technician-usv-pvt-ltd-vadodara-usv-savli-vadodara-4-to-7-years-110425017413,Electrical Technician - USV Pvt Ltd - Vadodara,USV,Not disclosed,"Savli, Vadodara",4-7 Yrs,"Electrical Maintenance, DG Sets, Pharmaceutical, 11Kv, DG, Maintenance, Electricals, Set",2024-03
